number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_eng_avg3,params_eng_delta,params_eng_t1,params_eng_t2,params_gamma,params_learning_rate,params_max_depth,params_min_child_weight,params_min_ip,params_n_estimators,params_reg_alpha,params_reg_lambda,params_subsample,params_use_Batted Ball,params_use_Batter Contact,params_use_Batter Vision,params_use_Horizontal Movement,params_use_Plate Discipline,params_use_Stuff+,params_use_Velocity,params_use_Vertical Movement,params_use_X-Factor,state
132,-0.6433672928954616,2026-03-16 00:06:12.755425,2026-03-16 00:06:12.935074,0 days 00:00:00.179649,0.4078307844587737,False,True,True,False,4.6258055130943765,0.06557717884229494,10,9,50,500,0.0024960360502980375,1.4011971107542165,0.8198925842571047,False,True,True,True,True,True,False,True,True,COMPLETE
133,-0.634707171786915,2026-03-16 00:06:12.935558,2026-03-16 00:06:13.127160,0 days 00:00:00.191602,0.45200270929692693,False,True,True,False,4.903837752496195,0.08394481315728156,10,9,50,550,0.0018206688384694218,0.7436919678836766,0.8476818399639531,False,True,True,True,True,True,False,True,True,COMPLETE
134,-0.6430957807772087,2026-03-16 00:06:13.127644,2026-03-16 00:06:13.371598,0 days 00:00:00.243954,0.45223583372256615,False,True,True,False,4.952944116907959,0.10280578425079526,10,9,50,700,0.0018193723558253964,0.7360810720381668,0.8479043474778893,False,True,True,True,True,True,False,True,True,COMPLETE
135,-0.6459230965412024,2026-03-16 00:06:13.372060,2026-03-16 00:06:13.472023,0 days 00:00:00.099963,0.46426115293511816,False,True,True,False,4.866064467701706,0.08454497623591523,10,8,50,50,0.0032284425157166757,0.35371165829826845,0.8651148565290578,False,True,True,True,True,True,False,True,True,COMPLETE
136,-0.639256043694236,2026-03-16 00:06:13.472460,2026-03-16 00:06:13.640017,0 days 00:00:00.167557,0.44473533680156196,False,True,True,False,4.785201241995598,0.09324790641152679,10,9,20,500,0.001536247611745272,0.6097668044748182,0.8356398201959722,False,True,True,True,True,True,False,True,True,COMPLETE
137,-0.6410499125682947,2026-03-16 00:06:13.640656,2026-03-16 00:06:13.812530,0 days 00:00:00.171874,0.48335348576527876,False,True,True,False,4.990783315415455,0.0970184799308382,10,9,15,450,0.0014639038289359647,0.5988873200269448,0.8349761156719528,False,True,True,True,True,True,False,True,True,COMPLETE
138,-0.6435047725330699,2026-03-16 00:06:13.813002,2026-03-16 00:06:14.036117,0 days 00:00:00.223115,0.4448002907728015,False,True,True,False,4.782510210174531,0.0898826370400316,10,9,15,600,0.0011886767118323431,0.49190056809365085,0.8980471377770513,False,True,True,True,True,True,False,True,True,COMPLETE
139,-0.6443391097964664,2026-03-16 00:06:14.036615,2026-03-16 00:06:14.188100,0 days 00:00:00.151485,0.5599472857351587,False,True,False,False,4.898992302129895,0.11083431301875721,10,9,20,500,0.0015460594794439299,0.8604717071931062,0.8776399141278025,False,True,True,True,True,True,False,True,True,COMPLETE
140,-0.6659943584673333,2026-03-16 00:06:14.188579,2026-03-16 00:06:14.378444,0 days 00:00:00.189865,0.42680445782634346,False,True,True,False,1.923407249402644,0.07757203733009052,9,8,20,550,0.003833235980343413,0.4067606865891504,0.8552871602420574,False,True,True,True,True,True,False,True,False,COMPLETE
141,-0.6409206162366,2026-03-16 00:06:14.378925,2026-03-16 00:06:14.561110,0 days 00:00:00.182185,0.41092475147941815,False,True,True,False,4.785127588907791,0.08088580881348678,10,9,25,500,0.0019040744363900855,1.910920297097983,0.8079364989088893,False,True,True,True,True,True,False,True,True,COMPLETE
142,-0.6397078529126716,2026-03-16 00:06:14.561616,2026-03-16 00:06:14.763600,0 days 00:00:00.201984,0.45442004120259255,False,True,True,False,4.536211538307518,0.07256943845175454,10,9,10,350,0.0030214090730456065,1.1096736529603726,0.8291221194184036,False,True,True,True,True,True,False,True,True,COMPLETE
143,-0.6419998610236428,2026-03-16 00:06:14.764030,2026-03-16 00:06:14.992748,0 days 00:00:00.228718,0.39958066831628897,False,True,True,False,4.720353360570836,0.09508721532186055,10,5,50,750,0.002505113612171157,1.395251123393652,0.8463499822902226,False,True,True,True,True,True,False,True,True,COMPLETE
144,-0.6408474520192003,2026-03-16 00:06:14.993264,2026-03-16 00:06:15.238965,0 days 00:00:00.245701,0.44004784045997974,False,True,True,False,4.626879366130089,0.0836991265924461,10,9,50,650,0.0012789111900928826,0.7237742987868209,0.8187256282152977,False,True,True,True,True,True,False,True,True,COMPLETE
145,-0.639625164898959,2026-03-16 00:06:15.239463,2026-03-16 00:06:15.455771,0 days 00:00:00.216308,0.47573741648028445,False,True,True,False,4.899665521057716,0.06449706518343448,10,7,50,550,0.004427229571265395,0.9267869343596709,0.866406376923401,False,True,True,True,True,True,False,True,True,COMPLETE
146,-0.6419629423257077,2026-03-16 00:06:15.456227,2026-03-16 00:06:15.715836,0 days 00:00:00.259609,0.39142692459683337,False,True,True,False,4.755447100031884,0.12538780110768388,10,9,50,800,0.0017859340887904959,1.6152510603001144,0.8030781498778292,False,True,True,True,True,True,False,True,True,COMPLETE
147,-0.6434164185379492,2026-03-16 00:06:15.716299,2026-03-16 00:06:15.957761,0 days 00:00:00.241462,0.4245383788000847,False,True,True,False,4.847312134537084,0.07086039033421988,10,9,50,750,0.0029292848451000055,1.2332625163467263,0.8401045823601215,False,True,True,True,True,True,False,True,True,COMPLETE
148,-0.6377591980153865,2026-03-16 00:06:15.958239,2026-03-16 00:06:16.219395,0 days 00:00:00.261156,0.44410644852325737,False,True,True,False,4.514316005897763,0.05656880665533351,10,9,50,700,0.002253528839250921,0.5547283800456401,0.8203135791416931,False,True,True,True,True,True,False,True,True,COMPLETE
149,-0.6452165963433005,2026-03-16 00:06:16.219850,2026-03-16 00:06:16.410703,0 days 00:00:00.190853,0.45185800602471016,False,False,True,False,4.497496492899795,0.0557653731821758,10,9,30,700,0.003553260159185634,0.5486152133662766,0.8204431683441261,False,True,True,True,True,True,False,True,True,COMPLETE
150,-0.6521639679417467,2026-03-16 00:06:16.411465,2026-03-16 00:06:16.652960,0 days 00:00:00.241495,0.43119266872566037,False,True,True,False,4.998596385753594,0.1558870814381202,9,8,20,700,0.0015975043470739633,0.20957968676955036,0.8499685770484328,False,True,True,True,True,True,False,False,True,COMPLETE
151,-0.6472278866045403,2026-03-16 00:06:16.653574,2026-03-16 00:06:16.926535,0 days 00:00:00.272961,0.48499887849948337,False,True,True,False,4.634091728961936,0.06108995395778354,10,9,50,650,0.0022650379917572303,0.7965267742720974,0.8123862861516373,False,True,True,True,True,True,False,True,True,COMPLETE
152,-0.6379845097570709,2026-03-16 00:06:16.926986,2026-03-16 00:06:17.218462,0 days 00:00:00.291476,0.4644043783067481,False,True,True,False,4.700802932133921,0.06639866509327118,10,9,50,800,0.0020242051398151498,0.6492736010466494,0.8303718299324344,False,True,True,True,True,True,False,True,True,COMPLETE
153,-0.6373294600573454,2026-03-16 00:06:17.218962,2026-03-16 00:06:17.513105,0 days 00:00:00.294143,0.46598217251137664,False,True,True,False,4.854493140993661,0.07560179452625325,10,9,50,800,0.0027091721653371465,0.6184710567364001,0.8332278285679018,False,True,True,True,True,True,False,True,True,COMPLETE
154,-0.6406382681817719,2026-03-16 00:06:17.513786,2026-03-16 00:06:17.858196,0 days 00:00:00.344410,0.5182489834207392,False,True,True,False,4.781733105880004,0.07665051459594042,10,9,50,800,0.005362651293710893,0.4445783942855807,0.8329734113267129,False,True,True,True,True,True,False,True,True,COMPLETE
155,-0.6590393707390988,2026-03-16 00:06:17.858757,2026-03-16 00:06:18.079720,0 days 00:00:00.220963,0.4695321701200184,False,True,True,False,4.568996500559717,0.08674305922236535,10,9,50,700,0.001892392454593769,0.6349695148824597,0.5431292038879794,False,True,True,True,True,True,False,True,True,COMPLETE
156,-0.6344479674714985,2026-03-16 00:06:18.080196,2026-03-16 00:06:18.274627,0 days 00:00:00.194431,0.46026793294460944,False,True,True,False,4.416831590423101,0.1031939506837092,10,9,50,550,0.0037603159139854236,0.32136562408922914,0.8263542249139721,False,True,True,True,True,True,False,True,True,COMPLETE
157,-0.6433680495926829,2026-03-16 00:06:18.275206,2026-03-16 00:06:18.478041,0 days 00:00:00.202835,0.5053978836117716,False,True,True,False,4.35913417512844,0.11530321722537468,10,8,50,600,0.003957781102939847,0.364545703373395,0.8277226524744093,False,True,True,True,True,True,False,True,True,COMPLETE
158,-0.6388398939768474,2026-03-16 00:06:18.478534,2026-03-16 00:06:18.793763,0 days 00:00:00.315229,0.4621366482044739,False,True,True,False,4.4440765265164535,0.10400630043086381,10,9,50,800,0.00295695516407508,0.2838944762595097,0.8617793258105625,False,True,True,True,True,True,False,True,True,COMPLETE
159,-0.6421390002857554,2026-03-16 00:06:18.794196,2026-03-16 00:06:19.114288,0 days 00:00:00.320092,0.4617498191466704,False,True,True,False,4.491457638190773,0.07278668452740057,10,9,50,800,0.003092301029220205,0.25445208955409715,0.8598332602082592,False,True,True,True,True,True,False,True,True,COMPLETE
160,-0.6446781442526616,2026-03-16 00:06:19.114721,2026-03-16 00:06:19.367786,0 days 00:00:00.253065,0.48181128406653184,False,True,True,False,4.664278927483973,0.11116372753488295,9,8,50,800,0.002689539951037733,0.3217710688320933,0.8446420498947419,False,True,True,True,True,True,False,True,True,COMPLETE
161,-0.6343012272805878,2026-03-16 00:06:19.368303,2026-03-16 00:06:19.601177,0 days 00:00:00.232874,0.46170167361245334,False,True,True,False,4.420597785238305,0.10430261166408263,10,9,50,750,0.004760331432121862,0.4758796606943286,0.8242843776657776,False,True,True,True,True,True,False,True,True,COMPLETE
162,-0.6422364417856391,2026-03-16 00:06:19.601689,2026-03-16 00:06:19.847176,0 days 00:00:00.245487,0.4725809634963704,False,True,True,False,4.422531048261105,0.10018843515945851,10,9,50,750,0.0023181647951629,0.5094365513594481,0.8196758866999241,False,True,True,True,True,True,False,True,True,COMPLETE
163,-0.6396496800220375,2026-03-16 00:06:19.847724,2026-03-16 00:06:20.070315,0 days 00:00:00.222591,0.45748726102804754,False,True,True,False,4.136674809732431,0.13489650976154513,10,9,50,700,0.0046434029909688855,0.13632822938508488,0.8585687319549592,False,True,True,True,True,True,False,True,True,COMPLETE
164,-0.653497000578678,2026-03-16 00:06:20.070801,2026-03-16 00:06:20.314331,0 days 00:00:00.243530,0.4404400131487653,False,True,True,False,4.8593178527425716,0.10546466709151549,10,3,50,650,0.00341397357581723,0.21129739245316698,0.8818007556557654,False,True,True,True,True,True,False,True,True,COMPLETE
165,-0.6397833977034598,2026-03-16 00:06:20.314816,2026-03-16 00:06:20.558711,0 days 00:00:00.243895,0.5100328740431485,False,True,True,False,4.2842101446649945,0.08036235015893363,10,9,50,750,0.0019942424239624587,0.424207833080117,0.8086928385154585,False,True,True,True,True,True,False,True,True,COMPLETE
166,-0.6398905536767209,2026-03-16 00:06:20.559540,2026-03-16 00:06:20.835950,0 days 00:00:00.276410,0.4143041059795023,False,True,True,False,4.7039903723992404,0.09053342822685168,10,9,50,650,0.005497542204678514,0.718876692843314,0.8434974157148089,False,True,True,True,True,True,False,True,True,COMPLETE
167,-0.6477753306302159,2026-03-16 00:06:20.836418,2026-03-16 00:06:21.093338,0 days 00:00:00.256920,0.43222994682314636,False,True,False,False,4.998984167723997,0.1198935904403759,10,9,50,800,0.002844271780098275,0.2961085616205463,0.7994349853867843,False,True,True,True,True,True,True,True,True,COMPLETE
168,-0.6378188411250258,2026-03-16 00:06:21.093845,2026-03-16 00:06:21.348495,0 days 00:00:00.254650,0.5409081487332567,False,True,True,False,4.5397250609603255,0.10414607790624712,10,9,50,750,0.004622086696897619,0.547131801068122,0.8294222099098612,False,True,True,True,True,True,False,True,True,COMPLETE
169,-0.6453802969961456,2026-03-16 00:06:21.348976,2026-03-16 00:06:21.583576,0 days 00:00:00.234600,0.5322270170801948,False,True,True,False,4.555821981239704,0.06863994016134575,10,8,50,700,0.007629707969962336,0.8484861497226122,0.8270491862631149,False,True,True,True,True,True,False,True,False,COMPLETE
170,-0.6339112927696922,2026-03-16 00:06:21.584069,2026-03-16 00:06:21.828368,0 days 00:00:00.244299,0.5450624183669699,False,True,True,False,4.890802840765502,0.08530954185248006,10,9,50,750,0.004160643390773152,0.5209538824918517,0.8146908037072369,False,True,True,True,True,True,False,True,True,COMPLETE
171,-0.6363890867522268,2026-03-16 00:06:21.828843,2026-03-16 00:06:22.083989,0 days 00:00:00.255146,0.5857690833135325,False,True,True,False,4.859718995250847,0.08597592487870874,10,9,50,750,0.004511426368150947,0.5435645581484305,0.814142393266799,False,True,True,True,True,True,False,True,True,COMPLETE
172,-0.6392800123619311,2026-03-16 00:06:22.084500,2026-03-16 00:06:22.356185,0 days 00:00:00.271685,0.6104802457450547,False,True,True,False,4.734436277109131,0.08541589958435813,10,9,50,750,0.005972849444257539,0.5865224838701023,0.8215480504157467,False,True,True,True,True,True,False,True,True,COMPLETE
173,-0.6425875431407582,2026-03-16 00:06:22.356685,2026-03-16 00:06:22.758645,0 days 00:00:00.401960,0.5447063334954764,False,True,True,False,4.8242972022748,0.09653006281026241,10,9,50,750,0.004542269414649694,0.5129649752191128,0.8357707768066125,False,True,True,True,True,True,False,True,True,COMPLETE
174,-0.6385557739084418,2026-03-16 00:06:22.759422,2026-03-16 00:06:23.059256,0 days 00:00:00.299834,0.6056724650203847,False,True,True,False,4.636007952975264,0.0810583367212897,10,9,50,850,0.004239927696561388,0.7360706434483587,0.7989172544901357,False,True,True,True,True,True,False,True,True,COMPLETE
175,-0.6375959384513624,2026-03-16 00:06:23.059952,2026-03-16 00:06:23.296202,0 days 00:00:00.236250,0.5747239047256776,False,True,True,False,4.89670562514864,0.08645778249344005,10,9,50,700,0.008652846037222828,0.44443477664484365,0.8151955109070266,False,True,True,True,True,True,False,True,True,COMPLETE
176,-0.6507569410439694,2026-03-16 00:06:23.296695,2026-03-16 00:06:23.493046,0 days 00:00:00.196351,0.49538436727800145,False,True,True,False,4.999142939432211,0.08874303222211877,10,9,50,750,0.006667528823812554,0.4549245260584954,0.8157912834592567,False,True,True,True,True,True,False,False,True,COMPLETE
177,-0.6400244646939364,2026-03-16 00:06:23.493537,2026-03-16 00:06:23.779551,0 days 00:00:00.286014,0.5875482507860885,False,True,True,False,4.870102779110087,0.07699186960323898,10,9,50,800,0.005023027213990014,0.3766815451276116,0.8245494480884203,False,True,True,True,True,True,False,True,True,COMPLETE
178,-0.648138063777577,2026-03-16 00:06:23.780054,2026-03-16 00:06:23.996759,0 days 00:00:00.216705,0.6347183185548949,False,False,True,False,4.917388484664146,0.09523177673023753,10,9,50,750,0.003980174722876301,0.6012476567513114,0.8058650163334742,False,True,True,True,True,True,False,True,True,COMPLETE
179,-0.6392873084906376,2026-03-16 00:06:23.997217,2026-03-16 00:06:24.251162,0 days 00:00:00.253945,0.5531194651509892,False,True,True,False,4.698190132829088,0.08508756985520535,10,9,50,700,0.009071883320884858,0.9159294734109982,0.7946915277244734,False,True,True,True,True,True,False,True,True,COMPLETE
180,-0.6391202986746124,2026-03-16 00:06:24.251646,2026-03-16 00:06:24.525001,0 days 00:00:00.273355,0.5594387959065414,False,True,True,False,4.561736929973952,0.07773438199903171,9,9,50,800,0.003279247701616145,0.4743048407864839,0.8350188899339622,False,True,True,True,True,True,False,True,True,COMPLETE
181,-0.641268747589805,2026-03-16 00:06:24.525747,2026-03-16 00:06:24.841844,0 days 00:00:00.316097,0.5719880562131412,False,True,True,False,4.764831531112058,0.10124834010256144,10,9,50,700,0.0036427770900372253,0.6436098384580178,0.8512002786323101,False,True,True,True,True,True,False,True,True,COMPLETE
182,-0.6399812568028768,2026-03-16 00:06:24.842409,2026-03-16 00:06:25.093095,0 days 00:00:00.250686,0.6721134474357401,False,True,True,False,4.831261135064734,0.09100816018435536,10,9,50,750,0.002343556557791157,1.007478999019253,0.8268582987581011,False,True,True,True,True,True,False,True,True,COMPLETE
183,-0.6441288080793439,2026-03-16 00:06:25.093616,2026-03-16 00:06:25.321400,0 days 00:00:00.227784,0.44580385079906415,False,True,True,False,4.920063224177806,0.1048509842162489,10,8,50,700,0.43891454100601246,0.8339510947716575,0.8425371401686363,False,True,True,True,True,True,False,True,True,COMPLETE
184,-0.6378497561541471,2026-03-16 00:06:25.321891,2026-03-16 00:06:25.591747,0 days 00:00:00.269856,0.5685732693795614,False,True,True,False,4.722443365028708,0.1132716459504124,10,9,50,750,0.005898291772765537,0.6891429225137949,0.8152865852794065,False,True,True,True,True,True,False,True,True,COMPLETE
185,-0.6374289403106227,2026-03-16 00:06:25.592456,2026-03-16 00:06:25.879510,0 days 00:00:00.287054,0.5783224852814982,False,True,True,False,4.636899626817818,0.06937410508859092,10,9,50,850,0.005911545356671961,0.53780733357175,0.8126722701729113,False,True,True,True,True,True,False,True,True,COMPLETE
186,-0.639868013121865,2026-03-16 00:06:25.880023,2026-03-16 00:06:26.154976,0 days 00:00:00.274953,0.5821443216285607,False,True,True,False,4.640013849948704,0.08449742990697119,10,9,50,850,0.006413037848912832,0.5223707301000231,0.8177008225938387,False,True,True,True,True,True,False,True,True,COMPLETE
187,-0.6394621058377353,2026-03-16 00:06:26.155463,2026-03-16 00:06:26.409996,0 days 00:00:00.254533,0.5698441033974747,False,True,True,False,4.916158474434529,0.07423176904378326,10,9,50,750,0.008024428600351291,0.39473440661033304,0.8081846252673869,False,True,True,True,True,True,False,True,True,COMPLETE
188,-0.645760282198588,2026-03-16 00:06:26.410501,2026-03-16 00:06:26.694154,0 days 00:00:00.283653,0.5998711446324151,False,True,True,False,4.548157216539387,0.1249725754414762,10,9,50,850,0.011816513517214959,1.1063583522910128,0.7930139104961731,False,True,True,True,True,True,False,True,True,COMPLETE
189,-0.6395771321672383,2026-03-16 00:06:26.694656,2026-03-16 00:06:26.948186,0 days 00:00:00.253530,0.5272608894845112,False,True,True,False,4.761215125459984,0.07987197925562446,10,9,50,750,0.004973452819436375,0.5231926451624048,0.8153531045942036,False,True,True,True,True,True,False,True,True,COMPLETE
190,-0.6356288566011372,2026-03-16 00:06:26.948689,2026-03-16 00:06:27.154148,0 days 00:00:00.205459,0.544290990399185,False,True,True,False,4.989693585586588,0.09458488835749573,10,9,50,600,0.005558067638190449,0.7245005747845735,0.802154801803963,False,True,True,True,True,True,False,True,True,COMPLETE
191,-0.6411816310304583,2026-03-16 00:06:27.154686,2026-03-16 00:06:27.406217,0 days 00:00:00.251531,0.5838881995614776,False,True,True,False,4.928147851901862,0.09881530007265045,10,9,50,550,0.005658955074732013,0.780139423135993,0.8033246993494131,False,True,True,True,True,True,False,True,True,COMPLETE
192,-0.6408988186518352,2026-03-16 00:06:27.406705,2026-03-16 00:06:27.630801,0 days 00:00:00.224096,0.5438348886659227,False,True,True,False,4.989047858301835,0.09220280146986518,10,9,50,600,0.006517473873604718,0.5981218171777839,0.78782789836127,False,True,True,True,True,True,False,True,True,COMPLETE
193,-0.6348747166720303,2026-03-16 00:06:27.631310,2026-03-16 00:06:27.903107,0 days 00:00:00.271797,0.5491464724579083,False,True,True,False,4.815347627526823,0.11055624862896164,10,9,50,600,0.004412650198121381,0.4202817366580374,0.8126451208812421,False,True,True,True,True,True,False,True,True,COMPLETE
194,-0.6499824400526105,2026-03-16 00:06:27.903578,2026-03-16 00:06:28.118459,0 days 00:00:00.214881,0.5579008667257331,False,True,True,False,2.7044345335993483,0.11809750799140611,10,9,50,550,0.004698554407351418,0.4366192602199993,0.8197885673264996,False,True,True,True,True,True,False,True,True,COMPLETE
195,-0.6646630733085401,2026-03-16 00:06:28.118914,2026-03-16 00:06:28.404485,0 days 00:00:00.285571,0.542961477997473,False,True,True,False,0.3391413601834907,0.11102829458560502,10,9,50,600,0.009482617857571818,0.39245719923275957,0.8121366425391197,False,True,True,True,True,True,False,True,True,COMPLETE
196,-0.6415043951381337,2026-03-16 00:06:28.404976,2026-03-16 00:06:28.630391,0 days 00:00:00.225415,0.570064046826674,False,True,True,False,4.829146611669524,0.09628111606991166,10,9,50,650,0.005658633245249387,0.6780807129684513,0.8388570785229257,False,True,True,True,True,True,False,True,True,COMPLETE
197,-0.6537358384276881,2026-03-16 00:06:28.630878,2026-03-16 00:06:28.873313,0 days 00:00:00.242435,0.6228184821615848,False,True,False,False,4.6482011708010695,0.08904827237126,10,9,50,650,0.004066931322325545,0.5285706331302744,0.8252044447573329,False,True,True,True,True,True,True,True,True,COMPLETE
198,-0.6393403615084562,2026-03-16 00:06:28.873777,2026-03-16 00:06:29.069998,0 days 00:00:00.196221,0.5308687169423368,False,True,True,False,4.752745504157234,0.11061386132655249,10,9,50,550,0.007419274801017116,0.3437756678012331,0.8015880130357816,False,True,True,True,True,True,False,True,True,COMPLETE
199,-0.6451081850745461,2026-03-16 00:06:29.070566,2026-03-16 00:06:29.305982,0 days 00:00:00.235416,0.5100263971736569,False,True,True,False,4.7995474825162345,0.08341285226856733,10,9,50,700,0.00470392622265824,0.47736200816521707,0.832625378324361,False,True,True,True,True,True,False,True,False,COMPLETE
